tgt,pos,bogus,unsorted,sorted,seeded,num_classes,num_anno,latest_timestamp,crowdstarter
it 's already in my pocket !,0,bogus,"[""I know I haven 't seen you for twenty-three years ... but for some reason , this afternoon you come out on the balcony ."", 'Easy , buddy .', 'it !', 'The sunset Is stopped .', 'I am made of crack once !', 'him te sorry possibly they made this ..', 'calm down , Mickey !', 'you fight those banks , then you go it was like a lesson', 'Every lamp of this temple is fulfilled it ng !', 'I thought the boat had melted']",[],False,0,1,20190208_142254,{}
what is my name,0,bogus,"['... uh , get a hard look on your blog , yeah .', 'name you file that for me .', ""of things you know , you 're pretty !"", 'her birthday you .', ""you couldn 't have died ."", ""you 've gone like a leaf ."", 'just what I saw at first .', ""used stranger 's property ."", 'you tell me that you want me to give back weirder .', 'no one was cursing me ..']",[],False,0,1,20190208_142254,{}
here ?,0,bogus,"['All right , if the here So well , honey , please take it out on the main valve .', 'Hey !', ""Isn 't that what we have ."", 'I dunno .', ""We came out here waiting to see what 's going on ."", 'in new place .', ""'m here"", ""Oh , I 'VE NEVER HAD THE HOT here ."", 'I brought it to a foreigner !', 'Get it out !']",[],False,0,1,20190208_142254,{}
The sun is shining and there are no clouds in the sky .,0,bogus,"['woof .', 'h The the winter sun !', 'naughty creatures .', 'is you , I mean my eyes and the singing cloth .', 'The ...', 'Can say that the sun is infested by trees .', 'Assholes !', 'Been tight', 'latin short of wind rain stuck to the sky will always rise .', 'Frosty the clock , the feet of loneliness']",[],False,0,1,20190208_142254,{}
What guy are you referring to ?,0,bogus,"[""I don 't understand nothing ."", 'Better to claim the whole technology than really , that Rats , my dear , for them they did -', 'The one who did that filthy expos on the sculptor .', 'Male med student .', 'Um , Professor ... someone that does dictate them to the ladies and the mind over her to make contact with this fellow , ... before she saves the men from the DNA .', 'L grew up in Green What .', 'You .', 'The people best we only have you , Rose .', 'Her .', ""Let 's go !""]",[],False,0,1,20190208_142254,{}
I have no idea,0,bogus,"[""No idea how much you 've told me to do ..."", ""I 's to the hospital ."", ""C ' mon , get out of here ."", 'make me think you were appreciated .', 'more AMONG I .', ""Then you don 't to get to the extent that it 's such a place to put those two at the end just in time ... because the I does not allow me to say ... several about second thoughts ."", 'Any plan of having someone interview Debbie .', 'impossible .', 'No-one could put you in the vault , but a Red One business .', ""I out of all I where it is ... it 's best to start a fire or anything .""]",[],False,0,1,20190208_142254,{}
"Ok , done !",0,bogus,"['Well , the ANSWER FOR Ok Ok', 'Yep .', 'Hey sorry ..', 'Yes , yes , yes , yeah , yeah , yeah , yeah .', ""We 're gonna start without your friend Ok ."", 'Mom !', 'Great .', 'No , a night I made .', 'Good .', ""Come on , let 's go !""]",[],False,0,1,20190208_142254,{}
"Ahhh ... well , that seems very true . How are you ?",0,bogus,"['Step forward', ""I heard you in Miho , I feel the noise of Vivienne 's heart"", 'l am impressed .', 'Not bad .', 'Okay .', ""Let 's get you job and find another carriage !"", 'So excited to see you , Over and out , now you go to bed .', 'As well as I can see , I remember a way with similar fears', 'Good .', 'Mr. Jon .']",[],False,0,1,20190208_142254,{}
yes tell me,0,bogus,"['satisfied', 'come here , come tell me who this fucking son of a bitch is .', 'tell me at 8 .', 'Tone it down .', ""but also you told me that we atrocity 's shop leaves new address ."", 'papa', 'Milord is French .', ""I couldn 't get down from the Carson house"", 'and Casey asked her yourself .', 'I did it because I was mad ... like a man or a workaholic !']",[],False,0,1,20190208_142254,{}
yes it is,0,bogus,"['the guy is just a dispenser .', 'turn it on of good hands i will see you with my cloaking effect on ... the hospital who may be in heaven yes has unresolved issues or doing a phony videos I have no sense ...', 'just calm on .', 'yes .', ""you threw it in your direction , it 's nothing like a gold torch you ."", 'with something you do in yes .', '..', 'yes', ""so you 'll be married now I promise"", '... for a moment .']",[],False,0,1,20190208_142254,{}
Why do you think that ?,0,bogus,"[""I 've never thought before , but on my own life , she 's nice ."", ""We didn 't kidnap anybody ."", ""Because that 's what 's going on at home ."", 'Go on , Maggie .', ""I think it 's years since you have been told that I was sick ... and I was embarrassed ."", ""'cause it 's a routine stating that here ."", 'You came back for a sudden stabbing .', 'You give her a lot of fucking labels ...', 'Well ...', ""Public school 's been following way over me .""]",[],False,0,1,20190208_142254,{}
Do you have any hobbies ?,0,bogus,"['I have a hobby .', 'I can see you got some rice .', 'I do .', 'I like to dance like I do before I go .', 'You know , high-end music , jazz ...', 'Um -', 'Play back in Malibu .', 'l have private .', 'Oh .', 'Italian topic !']",[],False,0,1,20190208_142254,{}
So what was the last movie you saw ?,0,bogus,"['Wrong .', 'La Tour de la So in the Chicago Fashion Channel .', 'The Happy Unser that was here .', 'Baker , I think .', 'Brother , the 13th .', 'Aah !', 'The movie or the alumni Star .', 'It was dead .', 'Oh , Matthew wants me to make my song .', 'Guess tomorrow']",[],False,0,1,20190208_142254,{}
"Wow , mine too .",0,bogus,"[""Hiro , you won 't get away , but that will be time to dinner ."", 'You hear .', ""That 's got nothing to do with this ."", 'Oh , please look at you , made the toast upstairs .', 'You are dumb !', 'Oh , no , no , no .', 'Ta-da !', 'Your chances would not become chivalry .', ""That ' gross ."", 'My mistake .']",[],False,0,1,20190208_142254,{}
I lik chess,0,bogus,"[', kitty boy .', 'but you make that big game in the evenings .', 'ugly City .', ""You will , I 'll I you ."", 'P. F. Stoddard .', 'orbiting round the world , Max .', 'I .', 'I you will .', 'I 8 .']",[],False,0,1,20190208_142254,{}
What do you mean by that,0,bogus,"['Your friend in charge .', 'I found something in me who should have seen it at the fire first .', 'I swear the book was useless .', 'No words out of your mouth for the evaluation .', 'I want you to think the least he does when he comes to visit you a and you just keep his really close up to leave him before he know how you hit him as soon as he gets back .', 'Men in things are very little What', 'Elisabeth is very happy ,', ""It 's her stomach !"", ""Well , that we 're unstoppable ."", 'You forgot .']",[],False,0,1,20190208_142254,{}
Agreed . Do you watch sports ?,0,bogus,"['Go now .', 'I do I need a concise opinion .', 'No , I do not .', 'my work is Agreed', 'Observe ...', 'Please teach her', ""No , I don 't ."", 'We talking about musicians cancellation of school , we come to anything where I am prepared .', 'Be quiet', ""I 'll watch y Agreed .""]",[],False,0,1,20190208_142254,{}
fine with me !,0,bogus,"['Go back !', 'Uh-huh .', ""a lawyer is sure to find 't see you here everyone else wants to see you"", 'you have to behave .', 'hey .', 'I don`t play hard .', 'Oh .', ""alright friends ... and you 'll be a great name for everyone"", 'fine , not sure that you will disband us like a criminal .', 'Thor , I know you are comrades']",[],False,0,1,20190208_142254,{}
Do you like to dance ?,0,bogus,"[""I wouldn 't want to dance with Miss Boyfriend ."", 'Sure , I love to dance .', ""Don 't love me , Richard , really ."", 'I did most of the time .', 'How long in the world , you would have to get out of high school .', 'Two years ou did first !', 'I really need to go dance first .', 'Yeah Sure I do .', 'Well , in this case , it could be fun .', 'Yes .']",[],False,0,1,20190208_142254,{}
Do you like romance novels ?,0,bogus,"[""I don 't think I know what the book 's up to ."", ""It 's one in Germany ."", 'Yes ...', 'That was in my pocket .', ""I don 't know ."", 'Not a bit .', ""It 's gross ."", ""I don 't know what you 're talking about ."", 'Yeah , I like poetry .', 'I want one from some new high-school newspaper .']",[],False,0,1,20190208_142254,{}
good for you dude,0,bogus,"['movie tango field .', 'Your boyfriend is okay , you guys do exactly like we- - this girl does good right now I just thought that dudes need something more powerful', 'i understand you understand', 'voluntary .', 'a good lion for cheap win .', 'thanks', 'so boring .', 'young .', 'and besides , definition of something .', 'Tell ...']",[],False,0,1,20190208_142254,{}
Hi : ),0,bogus,"[""I 'm really on gray ."", 'Rick Hi .', 'Please excuse me .', 'Hi at this time .', 'I was about to go for a walk , and recently , you told me that the terms of departure require founders .', 'How cute !', 'Terrific .', 'Hello , Mr. Hi .', ""Don 't know anymore ."", 'Shut the table .']",[],False,0,1,20190208_142254,{}
do you really think so ?,0,bogus,"['show you a few things i know', 'a significant amount of police work that they have district office meetings out of discretion .', 'Yeah , yeah , sure .', 'I said I was peeping .', 'academic surviving post', ""No , no. i 'm not really on the level ."", 'I want to be at the Bieber Hotel .', 'you just thought it while I was gone .', ""yea great he we 've travelled as well for us ..."", 'Oh , come on , eric .']",[],False,0,1,20190208_142254,{}
"ok , do it . I want to see",0,bogus,"['trust me , you go at the bottom .', 'my cousin - who can see a girl in I.N.S.', ""France I can 't tell you , from far over and on ."", 'ok up .', 'ok go .', 'stupid for whatever turn me swear .', 'all life is not fun praise empty', 'ok ...', 'silly flowers but her films are a nightmare .', ""ok I 'd do it straight , i 'll take care of it""]",[],False,0,1,20190208_142254,{}
Not really,0,bogus,"[""It 's time to tell the truth ."", 'Lizzie , this is not looking good .', 'Because ...', 'The kernel .', 'Ray .', ""I 've freed Mr. Link from in Bridgeport , in the Not ' 62 because they have Transportation ."", ""But if I felt it dead I 'd really be so scared to pull my head out and hit her head in the face ."", 'The woman was shot .', 'So you will have a high-risk admission', 'Something happens tomorrow night .']",[],False,0,1,20190208_142254,{}
haha that 's a good joke,0,bogus,"[""It 's a private quote ."", 'Saw it in your eyes , haha .', ""Veum I don 't know why these guys always stop doing shit ."", 'she did too happy for you .', ""there 's an awful lot of immigrant stories ."", 'it is not dark .', '. Whatever you say .', 'Bad joke !', 'Hello .', 'real thing .']",[],False,0,1,20190208_142254,{}
What do you think about equality in our world ?,0,bogus,"['Uh ... if you said that we could become a team , we could be', 'I think we put it in a confident class .', 'I have several options .', 'That is the responsibility .', 'Vienna is an interesting , What state .', 'Well- -', 'I , like , could walk into an audience .', 'There will be independence on the cross !', 'I think I most certainly do .', 'I think those men should be considering Mrs. What which looks like they like to be secret cause , they say .']",[],False,0,1,20190208_142254,{}
oh no you mean,0,bogus,"['you know ... i used to think ... we are women already', ""Alex , come on , babe , we 're not running away ."", ""i just thought you 'd exist right now , me acting like that , ma ' am ..."", 'some people walk into oh house with proper medical friends also ...', 'I have told everybody everything I work on the program ,', 'folks , I hit her shit .', ""oh , i don 't want you to believe me oh si hisself"", ""well it 's me I know that people are also running apart"", 'in the past the first news of you', ""i was an optimist - you know Much as I saw you looked at the scars ON my face , and the last I noticed , you or I noticed you come out of some place you 'd LIKE to go when you see the dark side .""]",[],False,0,1,20190208_142254,{}
"I 've never seen that movie , what is it about ?",0,bogus,"['Every place is rich or unimportant .', 'I was constantly going to ask you a question , bye', ""Oh , it 's nonsense ."", ""If that 's to lead you back on the way home I will punch you actually no need to be mad at you"", ""I haven 't seen anything in one long before ."", ""I 'm here ."", 'Navy hero .', 'Well , Jo ,', ""It gives side things , I ... when something 's kept snakes"", ""That 's pretty about you .""]",[],False,0,1,20190208_142254,{}
I play guitar do you play anything,0,bogus,"[""Oscar , play it special but please , it 's very busy"", 'For a piano .', 'you played the games I never get to tell the people', 'No , you study Uncle language', ""I don 't play I do ."", 'A bit', 'Actually ...', ""One bloody bird , doesn 't play !"", 'Only screen master .', 'I play a very shitty guitar']",[],False,0,1,20190208_142254,{}
"I don 't think so . That 's pretty rude , actually . What else did you want to talk about ?",0,bogus,"['what he says now ...', ""I 'm about to talk to some hands , make a real big joke and bring I see to find ing , indeed"", 'Sometimes I mean thing ...', 'Girl for but she I', ""Mom and I had to look out for the girl 's I drama"", ""I 'm talking to a young I killer ,"", ""I asked on the internet because he tangled well , he used 5 rupees so I wouldn 't bite !"", ""No it 's what I really need you to do"", 'pass off', 'Just , um- -']",[],False,0,1,20190208_142254,{}
"ups , sorry , what is it then ?",0,bogus,"[""I didn 't know , did I manage"", 'Fucking bunch ups .', 'You only play once .', 'ups jaw ups , prepared sir', ""You 're the XO , my wee woman !"", 'LAST week- - Dreams .', ""You 'll attack my father later , Magic ."", ""That check never dawned on me but I 'm sorry ."", 'How boring .', ""It 's , uh , enough to keep my chin up .""]",[],False,0,1,20190208_142254,{}
My favorite planet is pluto,0,bogus,"['Amber core .', 'you actually write down when there is a straw .', 'Lay down , Mount Fuji ... climbing the sky with sunshine .', 'the fear of God , Jerry , but I mean , you know , Anubis , on time , 8 years is a big leap .', 'God knows .', 'termite .', 'Clark .', ""My we 're so confused ."", 'Freddie Micha !', 'Yeah .']",[],False,0,1,20190208_142254,{}
"Yes , that 's what I asked . What did I do ?",0,bogus,"['No , I said that ..', 'Yes That`s Yes Yes Yes s Yes Yes Yes .', 'You said Yes , you know the if you touch the stuff ...', 'What I do in now ,', 'I took him to my field !', 'Nothing , I was jail ...', 'No one is telling your brothers that true goldfish', 'Because I does not take my Yes line of freedom', ""You didn 't tell him ."", 'Lend us 2 thousand cash beams or two .']",[],False,0,1,20190208_142254,{}
"oh , ok ..",0,bogus,"['wrong .', 'coming you to visit Charm .', ""you was pretty big he 'd offer you to see tonight ."", 'harder to talk ...', 'little Listen , Danni', '. I know ...', ""i 'm pregnant ."", 'oh ...', 'from chicken .', ""a friend doesn 't want you to be alone ... my daughter oh .""]",[],False,0,1,20190208_142254,{}
Where is your last name from ?,0,bogus,"[""We don 't know but Wong anchors owned Chick 's hideout last year ... all through every days ."", 'Nilufer !', 'Tighten up to the right now .', 'The one from the middle of the street .', 'Slowly .', ""Well , we won 't find it ."", 'I think you are Where ...', ""Uh , I don 't know , sir ."", 'Uh ...', 'San Francisco .']",[],False,0,1,20190208_142254,{}
Do you like cats,0,bogus,"['I love them .', ""I don 't really care ."", 'Lots .', ""They 're beautiful ."", ""Yes , they 're got dogs , they 're not birds ."", 'I always like dogs .', 'No .', 'Yes , they do !', ""They 're different than two today ."", 'Mm-hmm .']",[],False,0,1,20190208_142254,{}
Really well I like Anchovies and Pineapple on my pizza .,0,bogus,"['Oh , bushy .', 'pies !', 'You feel that the Pineapple ll', 'Mrs Kane is out of it .', 'Meow Challenge is brave .', ""You don 't know the wine ."", 'I tried to ask yu .', ""I would mean it if I didn 't spoil it ."", 'La la Really .', 'Really with your bake !']",[],False,0,1,20190208_142254,{}
What did the cats do ?,0,bogus,"['The sulfur ones .', 'Good rats , but nothing , is right .', ""Mostly I 'm stuck in the middle of them a bunch of lunatics ."", 'Changes to them and ...', 'Nothing .', 'Hanging out across the neighborhood with the cat', 'Wolves .', 'What .', 'Those are sausage .', 'Apparently , they did , and and the angles .']",[],False,0,1,20190208_142254,{}
"blows , haha , i like it",0,bogus,"['blows !', 'Yeah .', 'Follow the beast easy .', 'blows .', 'murderer .', 'just caught us .', 'blows , you must have fun .', 'not bad , smart .', ""Well , i 've been through the whole place .""]",[],False,0,1,20190208_142254,{}
Is your mom okay ?,0,bogus,"['Call her !', ""She 's fine ."", ""My dad says it 's getting late ."", 'I think so .', 'Yeah .', 'I just want to apologize .', ""Don 't worry ."", 'Now .']",[],False,0,1,20190208_142254,{}
i don 't know much about sports,0,bogus,"['oh ..', '...', 'i turned 30 to 8 / 8 , trained on the oppression of the earth , cheated on me', 'i or i i discontent you army is physically swarm', 'your brother i is god of your sense of events .', 'skimpy concubines and reunions in the past', 'You are amazing !', 'i , bagged , i .', ' i the time , i believe', 'A little bit .']",[],False,0,1,20190208_142254,{}
Which movie is your favorite ?,0,bogus,"['Groovy Movie Festival .', ""My favorite one , it 's cool ."", 'A performance in the 19th century seasons of highly Which diverse episodes ... beings called Snow White and Jew robots .', 'No , never .', 'Bob Red is direct .', ""C ' est ling ."", ""It 's good ."", 'Are you dressing up .', ""He 's ..."", 'Uh , Lee .']",[],False,0,1,20190208_142254,{}
"wow , what happened ?",0,bogus,"['I forget .', ""I 'm very fine ."", 'I hit a wall and I was just to wow !', 'My parents are going out for whatever i-i could and he died .', ""well , i 'm-I i er , hi , um , i went over to my house and ... i was in the bathroom , and i had to go out with you ,"", 'I was out half-naked in a room with some little people passing the bike .', 'Things been up in here .', 'Two adults died in a juvenile cell but I tried to keep the sister out .', 'Oh !', ""they 're ... given me a ride .""]",[],False,0,1,20190208_142254,{}
"Yes , that might be true for a lot of things but some things can only be done by humans .",0,bogus,"['Yes .', ""it really kills human beings because , you see , they don 't love vampires ."", ""They 've invented the technology ."", 'Frozen robots find them 7 other seed strings , in a quarter .', ""You don 't think of that ."", 'You ...', 'Has what we want to do .', 'And our terms are truly remarkable , Yes .', 'With belief , yes .', ""Well , it 's better , and tell that people to Yes me like a story or a guy .""]",[],False,0,1,20190208_142254,{}
I have never really been interested,0,bogus,"['Sometimes .', 'you know that my darling is in that house on the I and ...', 'Perhaps not .', '... and I swear I am out of my life .', 'I would have -', 'Forgive me .', 'Absolutely not', '# You are a woman .', 'Will not be different until I get ...', '... because of you .']",[],False,0,1,20190208_142254,{}
Wow thank you . That 's nice of you,0,bogus,"['No more especially nice', 'Yes ... like Wow', 'Excellent Wow ha', 'And I have heard of the game', 'Yes', 'He wants me cheaper than our world school', 'Let the bastards have the secret', 'Not for dinner', 'The cat up inside me is really yummy .', 'My life can be like that it all goes better']",[],False,0,1,20190208_142254,{}
"Excellent ! So am I ! Who will you visit with , exactly ?",0,bogus,"['Oh , like .', 'Me .', 'thanks , good morning , Mr. President .', 'Uncle Todd .', 'Day night , and everyday thanks .', 'You tell me , and he will to leave here alone !', 'this is very unnerving !', 'How about lonely people can be ...', ""I don 't ..."", 'Secretary of Foreign Affairs .']",[],False,0,1,20190208_142254,{}
how are you,0,bogus,"[""now there 's feeling how little how , there 's filthy how rubbish !"", ""I had to cut it loan out of balance in Uncle Vic 's name ."", ""I think you may have heard about Clark Oswald 's disease ."", ""trust ... tell me of course you can 't be serious about this ."", ""okay , I 'm fine I am back here now"", ""we 're getting married ."", ""ok , Let ' put that back and count to 50,000 ."", ""Look over ye Irma 's here !"", ""Let 's take on the go-kart ticket to the car ."", 'I tried to fire']",[],False,0,1,20190208_142254,{}
Okay when ?,0,bogus,"['You know , Harry .', ""A day 's treatment ."", 'The first day .', 'Never happen !', 'Whenever you want .', ""JoJo 's not here very long ."", 'Two weeks .', 'Why are- lt happens .', 'Okay .', 'Unh !']",[],False,0,1,20190208_142254,{}
yes ?,0,bogus,"[""Li ' So Kumar turned into an idiot !"", 'but luckily he bought me a real suitcase', 'he requested you to deliver a message', 'Sir , they are ...', 'Sergeant !', 'Thanks very much for coming in .', 'y ou look interesting , inquire at al Shelter in Serbia .', 'yes .', 'to tell you that we have a text message from section nine - -', 'Come here , laddie , move it .']",[],False,0,1,20190208_142254,{}
mouse lah,0,bogus,"['Yeah .', ""I wonder how really in one person 's suffering even ."", ""My foot doesn 't smell ."", 'romantic .', 'Y-yes , me and man ...', 'Stuff .', 'Horrible .', 'Tongue .', ""I think we 've got all of our truffle waffles in bacon ."", 'Mmm-mmm .']",[],False,0,1,20190208_142254,{}
Sure . Which sport do you like specifically ?,0,bogus,"['I love it .', 'I like apples .', 'Football .', 'Criminal sport .', ""Well , I like to play Sure That 's it ."", 'There , uh ...', 'Dance .', 'Um -', 'Let me think .', 'Best .']",[],False,0,1,20190208_142254,{}
how are you today,0,bogus,"['the little fat thing .', '^ Three ...', 'O.K. , Mike .', 'to have learned Mother never would have brought me here !', 'okay .', 'the alcohol set', 'what you think is clouding my advice as The commander .', 'Yes .', 'how .', 'thank god !']",[],False,0,1,20190208_142254,{}
"Oh , ok . So , do you follow any sports ?",0,bogus,"['Ah !', ""I don 't get particularly fond of music ."", 'Well , no , no , I ...', ""I 're a sophomore at one of my studies students"", 'Well , whatever Dylan needs at Oh -', 'Clive , yeah , not really .', 'She overdosed', "" Or I 'm gonna fire you up there and drag you home #"", 'Oh in Kauai .', 'Uh , no .']",[],False,0,1,20190208_142254,{}
Yours .,0,bogus,"[""It 's good ."", ""I can 't say ."", 'People who promise to win .', 'Yours it to the living room .', 'Wolf Jean-Luc .', 'Oh .', 'Yes , siree , Yours .', 'Maybe .', 'That is the first thing I ever heard of ...', 'No , I sold my house and went for it .']",[],False,0,1,20190208_142254,{}
it means the sun is hiding behind the clouds,0,bogus,"['it room is behind the energy exit that can be found by remote it', ""there is a time we 've come here in chaos is an honor like this"", ""these it just caught their fire , they couldn 't come wandering ."", 'bellies plenty more than that .', 'perhaps carnival is completely insane', 'out a 30 seconds from where the sun shattered its air .', 'Autumn', 'it yes standing in the mountain and hopes of how gladly but no and the universe is lost', 'ny idea .. even the bell it is attacking the moon !', ""phone without flames of is not as bad , we have often haveto think maybe it 'll be bit then when it means""]",[],False,0,1,20190208_142254,{}
do you know any other jokes ?,0,bogus,"['because it is not more traditional .', 'Of course not .', 'No .', ""it 's romantic in here ."", 'no , my daughter has is so big', 'do !', 'Aye , I will .', 'oh , of course', ""in here there 's no one else who can see manager ."", 'Believe it or not , do would so much like nothing but that room .']",[],False,0,1,20190208_142254,{}
My favorite movie is Liar Liar .,0,bogus,"['What a perfect title you are !', ""Tu ' i \\ A w !"", ""It 's your favourite classic film"", 'My My .', 'My !', ""I 'm scraping the line on the My mine ."", 'Maybe it beats kid describes .', 'My .', 'My favorite top twin', 'Hon. We have no talk with the Internet .']",[],False,0,1,20190208_142254,{}
hi my friend how are you doing today ?,0,bogus,"[""hi sir you will look good i 'll make it quick $ 5 you can participate in an interview"", 'you got to do put the puppy in the hole', ""i 'm feeling pretty good today ."", 'with your back .', 'its fine mom should make a best- - talk to those hi who hate the place', 'Sandra jr .', ""very well when we wer e descendants of your mom so 're Mr. Thanos In tout gordon"", ""I 've had really great , thanks"", 'you feel well , your outfit is good thats doing great well', 'broke off']",[],False,0,1,20190208_142254,{}
sir you are a joke,0,bogus,"['President sir see you guys !', ""because i 'm on such a long truth"", 'I am not serious but if you dont ask or ask her for orders , looking for additional money to get there she is going to wash our land', ""L listen hell , hey boy .. don 't leave us alone we are practicing the people here lf we get together one more time"", '... go get sir', 'exactly ... that is why i took your advice .', 'I have faith and freedom that', ""it 's right check sometimes ..."", 'You look happy .', ""something politics you live there i try to take a lot of responsibility lt doesn 't make it less juicy if you lose my temper""]",[],False,0,1,20190208_142254,{}
"no , but very surprised you are still there",0,bogus,"[""The moment you feel worried about someone is ruining her panties isn 't my show ."", 'I doubt it ,', 'One problem', 'But , according to the Jacob no , he has had of two of us .', ""I told you , we once was passin ' by from Belgrade ."", 'yes', ""excuse me i didn 't see that he had thanked you goodbye !"", 'no lying to me', 'i thought perhaps last time you went in front of the door ..', 'a live case of being lost .']",[],False,0,1,20190208_142254,{}
I cannot believe it ! ! !,0,bogus,"['# Trespassing , violating all the sort of person in the world', 'He is my composer !', 'are crying on my I feet !', ""I 'm your boss ."", 'Very delicious .', 'Leave her !', 'Hit the post button .', 'Lena , come see my mama , my poor little darling man , she has I .', 'Yeah .', 'Like slinging all of I .']",[],False,0,1,20190208_142254,{}
I like dancing,0,bogus,"['whacking her tonight much , knowing she was a free girl .', 'here !', ""once she 's called Dance Bandit !"", 'speak propaganda , pilgrim .', 'I like poetry !', 'good for a girl , mom .', ', lasting my desire go in the Mojave and chill out .', ""Wha- - Can 't impose with that any more ."", 'even men are , I adore off , just eat browns', 'this is the Black monk .']",[],False,0,1,20190208_142254,{}
Have you been well ?,0,bogus,"['Yes .', 'Very well , thank you .', 'Yes , doctor .', 'You look good .', ""Dear , water I wouldn 't bring off this hot silk ."", ""I 'm vey exhausted ."", 'Two months and you wanted to talk to me .', 'Have .', ""I 'm good , but you have a bad day ."", 'Do you remember about the blamed I threw earlier and repaired everything .']",[],False,0,1,20190208_142254,{}
what exactly you want to have ?,0,bogus,"[""Let 's just have a cup of coffee ."", 'Instant what', 'She has to be a master at its heart', ""It doesn 't matter whether a 40-year-old football or irresponsible ."", ""I 've opened up a schedule to lead , and a more aroused failure ."", 'I want to know the truth when I was with you .', 'i want to ask you way ... sta Chi parchment .', 'look back at the market', 'And you have all the ...', 'I wish i knew .']",[],False,0,1,20190208_142254,{}
do you like usher ?,0,bogus,"['yes .', ""she 's very weird ."", 'yes !', 'No .', 'I know you want freaky girl .', 'I love her .', 'Uh ... yeah .', 'it is a wonderful voice do to us , really', 'oh , come on .', ""yes , in an elegant personality that 's brilliant .""]",[],False,0,1,20190208_142254,{}
"Well , I guess this is goodbye .",0,bogus,"['either rocking the train off and pass the heat .', 'the rehearsal came through , the tea was goddamn shrinking of gunpowder , making you wear the peanut and melting , and the claws fell backwards and we shared it with Well .', 'hi there .', ""miss , it 's probably some kind of fear tube ."", ""well , no , sir , it isn 't ."", 'Isaac gave it to me .', 'my name is Don Well .', 'Lucky , your daddy canceled your job .', 'locked up for three weeks .', 'after Well Well .']",[],False,0,1,20190208_142254,{}
I know ... me too . Do you think they will have a movie on this flight ?,0,bogus,"['Do you imagine delay', ""Don 't touch ."", 'Yeah . I , utilities .', ""These are showin ' , Nell , I think I 'm kidding"", 'I was fastest .', 'I thought you despised our art', 'In Albania .', 'At Samir .', 'They will speak !', ""He I at I ' tonight .""]",[],False,0,1,20190208_142254,{}
I don 't know about that,0,bogus,"['Said not you .', 'Yes , you little .. - today ..', 'I mean the resources of the I .', ""Well , you 've always loved one to meet ."", '...', 'blood is my I .', 'Aah !', 'Your message .', 'Nope .', ""I see what 's going on , Madame .""]",[],False,0,1,20190208_142254,{}
You think I 'm funny ?,0,bogus,"[""Don 't joke !"", ""No , you 're not funny ."", 'I flatter him , I know everything about you .', ""I think you 's a little puppet driver on your team , pal ."", ""Don 't play innocent ."", ""Oh I don 't ..."", 'No , man .', ""There ain 't nothing here not funny about destroy ."", ""It 's very funny , Holly ."", 'I You every American among his own people , to know what to do for her .']",[],False,0,1,20190208_142254,{}
hi there !,0,bogus,"['look at them .', ""if we don 't come separated , we 'll do it alot without my eyes left you fine. the witness will hi voice at the Justice Shack"", 'man , you look great !', ""That 's quite a speech man all along , district out of old train"", 'Hi , uh , hello .', 'hey !', 'Hi , caroline , hello .', ""Hey hi go to your party it 's you everything 's fine !"", ""it 's Dieter ."", 'Oh , watch !']",[],False,0,1,20190208_142254,{}
Hockey league,0,bogus,"['Hockey carts , yeah .', 'Yeah , How exclusive !', 'Hockey baseball .', 'Smile , the next weekend .', 'Basketball , golf courses , pea chops , baseball games .', 'Spanish food , hair chips , repetitive grammar .', ""Hockey - I 'm not in the pink theater parade ."", 'Good play .', ""I 'm not sure , but if they do live there , you 're gonna have to play gays , and- -"", 'Yes !']",[],False,0,1,20190208_142254,{}
Hey should I eat icecream,0,bogus,"['Finish the food', 'Leave it', 'Yes', 'Travel to suit the sport I will come to your office sometimes ..', 'Hey noodles', 'I have the army outside .', 'Gotta barbecue before , or to untie a bowl of greeting meat .', 'I want Nicole to have dinner with me', 'Eat', 'Kei ... ahead']",[],False,0,1,20190208_142254,{}
"OK , I am a little",0,bogus,"['As you can see , Mr OK .', 'Yeah , could be .', 'Not as lasting was self-inflicted .', ""Yes , he 's quite an upstanding girl ."", 'Yes , you are with your sister !', 'Staying on time is OK and painless .', 'Right , go .', 'Yes , thank you .', 'Yeah .', 'Sure , my name is OK ...']",[],False,0,1,20190208_142254,{}
I was busy,0,bogus,"['I can not remember .', 'Yeah .', ""I didn 't know ."", ""Not even time when you didn 't tell me where you was ."", 'I from noah Tobacco .', 'Uh-huh .', 'Mmm .', 'Aha .', 'I was planning black magic items going on , where ...', 'I was busy .']",[],False,0,1,20190208_142254,{}
hi my friend,0,bogus,"['your money , hi !', '', ""just akin to friends that aren 't in love"", ""you think you 're a devil ."", 'thank you', 'I finally come to god every step at hi is dead .', 'we got away .', 'Good evening', 'this is Teddy .', 'please make a play']",[],False,0,1,20190208_142254,{}
Hello ! How are you !,0,bogus,"['Hello drachmas .', 'Thank you !', 'You are an ambassador .', 'name 3 months , two months and eight days to go .', ""I 'm doing good ."", 'Good !', ""decorator , like you say even invite me to my party a couple of years ago , your brother , Hello 's son"", 'Yet you look like a steak girl .', 'Oh , sir , it was my ex-wife .', ""Okay , I 'm going""]",[],False,0,1,20190208_142254,{}
