tgt,pos,bogus,unsorted,sorted,seeded,num_classes,num_anno,latest_timestamp,crowdstarter
no,0,bogus,"[u'cooking no piece of shit .', u'a beetle case .', u'I just wanted to say that this morning .', u'because i need you , Benny , even my business partner .', u'Utah matters .', u'for life', u'fishy', u'in the sixth grade .', u'no money .', u'David .']",[],False,0,1,20190208_135709,{}
it 's already in my pocket !,0,bogus,"[u""I know I haven 't seen you for twenty-three years ... but for some reason , this afternoon you come out on the balcony ."", u'Easy , buddy .', u'it !', u'The sunset Is stopped .', u'I am made of crack once !', u'him te sorry possibly they made this ..', u'calm down , Mickey !', u'you fight those banks , then you go it was like a lesson', u'Every lamp of this temple is fulfilled it ng !', u'I thought the boat had melted']",[],False,0,1,20190208_135709,{}
what is my name,0,bogus,"[u'... uh , get a hard look on your blog , yeah .', u'name you file that for me .', u""of things you know , you 're pretty !"", u'her birthday you .', u""you couldn 't have died ."", u""you 've gone like a leaf ."", u'just what I saw at first .', u""used stranger 's property ."", u'you tell me that you want me to give back weirder .', u'no one was cursing me ..']",[],False,0,1,20190208_135709,{}
here ?,0,bogus,"[u'All right , if the here So well , honey , please take it out on the main valve .', u'Hey !', u""Isn 't that what we have ."", u'I dunno .', u""We came out here waiting to see what 's going on ."", u'in new place .', u""'m here"", u""Oh , I 'VE NEVER HAD THE HOT here ."", u'I brought it to a foreigner !', u'Get it out !']",[],False,0,1,20190208_135709,{}
The sun is shining and there are no clouds in the sky .,0,bogus,"[u'woof .', u'h The the winter sun !', u'naughty creatures .', u'is you , I mean my eyes and the singing cloth .', u'The ...', u'Can say that the sun is infested by trees .', u'Assholes !', u'Been tight', u'latin short of wind rain stuck to the sky will always rise .', u'Frosty the clock , the feet of loneliness']",[],False,0,1,20190208_135709,{}
What guy are you referring to ?,0,bogus,"[u""I don 't understand nothing ."", u'Better to claim the whole technology than really , that Rats , my dear , for them they did -', u'The one who did that filthy expos\xe9 on the sculptor .', u'Male med student .', u'Um , Professor ... someone that does dictate them to the ladies and the mind over her to make contact with this fellow , ... before she saves the men from the DNA .', u'L grew up in Green What .', u'You .', u'The people best we only have you , Rose .', u'Her .', u""Let 's go !""]",[],False,0,1,20190208_135709,{}
I have no idea,0,bogus,"[u""No idea how much you 've told me to do ..."", u""I 's to the hospital ."", u""C ' mon , get out of here ."", u'make me think you were appreciated .', u'more AMONG I .', u""Then you don 't to get to the extent that it 's such a place to put those two at the end just in time ... because the I does not allow me to say ... several about second thoughts ."", u'Any plan of having someone interview Debbie .', u'impossible .', u'No-one could put you in the vault , but a Red One business .', u""I out of all I where it is ... it 's best to start a fire or anything .""]",[],False,0,1,20190208_135709,{}
"Ok , done !",0,bogus,"[u'Well , the ANSWER FOR Ok Ok', u'Yep .', u'Hey sorry ..', u'Yes , yes , yes , yeah , yeah , yeah , yeah .', u""We 're gonna start without your friend Ok ."", u'Mom !', u'Great .', u'No , a night I made .', u'Good .', u""Come on , let 's go !""]",[],False,0,1,20190208_135709,{}
"Ahhh ... well , that seems very true . How are you ?",0,bogus,"[u'Step forward', u""I heard you in Miho , I feel the noise of Vivienne 's heart"", u'l am impressed .', u'Not bad .', u'Okay .', u""Let 's get you job and find another carriage !"", u'So excited to see you , Over and out , now you go to bed .', u'As well as I can see , I remember a way with similar fears', u'Good .', u'Mr. Jon .']",[],False,0,1,20190208_135709,{}
yes tell me,0,bogus,"[u'satisfied', u'come here , come tell me who this fucking son of a bitch is .', u'tell me at 8 .', u'Tone it down .', u""but also you told me that we atrocity 's shop leaves new address ."", u'papa', u'Milord is French .', u""I couldn 't get down from the Carson house"", u'and Casey asked her yourself .', u'I did it because I was mad ... like a man or a workaholic !']",[],False,0,1,20190208_135709,{}
yes it is,0,bogus,"[u'the guy is just a dispenser .', u'turn it on of good hands i will see you with my cloaking effect on ... the hospital who may be in heaven yes has unresolved issues or doing a phony videos I have no sense ...', u'just calm on .', u'yes .', u""you threw it in your direction , it 's nothing like a gold torch you ."", u'with something you do in yes .', u'..', u'yes', u""so you 'll be married now I promise"", u'... for a moment .']",[],False,0,1,20190208_135709,{}
Why do you think that ?,0,bogus,"[u""I 've never thought before , but on my own life , she 's nice ."", u""We didn 't kidnap anybody ."", u""Because that 's what 's going on at home ."", u'Go on , Maggie .', u""I think it 's years since you have been told that I was sick ... and I was embarrassed ."", u""'cause it 's a routine stating that here ."", u'You came back for a sudden stabbing .', u'You give her a lot of fucking labels ...', u'Well ...', u""Public school 's been following way over me .""]",[],False,0,1,20190208_135709,{}
Do you have any hobbies ?,0,bogus,"[u'I have a hobby .', u'I can see you got some rice .', u'I do .', u'I like to dance like I do before I go .', u'You know , high-end music , jazz ...', u'Um -', u'Play back in Malibu .', u'l have private .', u'Oh .', u'Italian topic !']",[],False,0,1,20190208_135709,{}
So what was the last movie you saw ?,0,bogus,"[u'Wrong .', u'La Tour de la So in the Chicago Fashion Channel .', u'The Happy Unser that was here .', u'Baker , I think .', u'Brother , the 13th .', u'Aah !', u'The movie or the alumni Star .', u'It was dead .', u'Oh , Matthew wants me to make my song .', u'Guess tomorrow']",[],False,0,1,20190208_135709,{}
"Wow , mine too .",0,bogus,"[u""Hiro , you won 't get away , but that will be time to dinner ."", u'You hear .', u""That 's got nothing to do with this ."", u'Oh , please look at you , made the toast upstairs .', u'You are dumb !', u'Oh , no , no , no .', u'Ta-da !', u'Your chances would not become chivalry .', u""That ' gross ."", u'My mistake .']",[],False,0,1,20190208_135709,{}
I lik chess,0,bogus,"[u', kitty boy .', u'but you make that big game in the evenings .', u'ugly City .', u""You will , I 'll I you ."", u'P. F. Stoddard .', u'orbiting round the world , Max .', u'I .', u'I you will .', u'I 8 .']",[],False,0,1,20190208_135709,{}
What do you mean by that,0,bogus,"[u'Your friend in charge .', u'I found something in me who should have seen it at the fire first .', u'I swear the book was useless .', u'No words out of your mouth for the evaluation .', u'I want you to think the least he does when he comes to visit you a and you just keep his really close up to leave him before he know how you hit him as soon as he gets back .', u'Men in things are very little What', u'Elisabeth is very happy ,', u""It 's her stomach !"", u""Well , that we 're unstoppable ."", u'You forgot .']",[],False,0,1,20190208_135709,{}
Agreed . Do you watch sports ?,0,bogus,"[u'Go now .', u'I do I need a concise opinion .', u'No , I do not .', u'my work is Agreed', u'Observe ...', u'Please teach her', u""No , I don 't ."", u'We talking about musicians cancellation of school , we come to anything where I am prepared .', u'Be quiet', u""I 'll watch y Agreed .""]",[],False,0,1,20190208_135709,{}
fine with me !,0,bogus,"[u'Go back !', u'Uh-huh .', u""a lawyer is sure to find 't see you here everyone else wants to see you"", u'you have to behave .', u'hey .', u'I don`t play hard .', u'Oh .', u""alright friends ... and you 'll be a great name for everyone"", u'fine , not sure that you will disband us like a criminal .', u'Thor , I know you are comrades']",[],False,0,1,20190208_135709,{}
Do you like to dance ?,0,bogus,"[u""I wouldn 't want to dance with Miss Boyfriend ."", u'Sure , I love to dance .', u""Don 't love me , Richard , really ."", u'I did most of the time .', u'How long in the world , you would have to get out of high school .', u'Two years ou did first !', u'I really need to go dance first .', u'Yeah Sure I do .', u'Well , in this case , it could be fun .', u'Yes .']",[],False,0,1,20190208_135709,{}
Do you like romance novels ?,0,bogus,"[u""I don 't think I know what the book 's up to ."", u""It 's one in Germany ."", u'Yes ...', u'That was in my pocket .', u""I don 't know ."", u'Not a bit .', u""It 's gross ."", u""I don 't know what you 're talking about ."", u'Yeah , I like poetry .', u'I want one from some new high-school newspaper .']",[],False,0,1,20190208_135709,{}
good for you dude,0,bogus,"[u'movie tango field .', u'Your boyfriend is okay , you guys do exactly like we- - this girl does good right now I just thought that dudes need something more powerful', u'i understand you understand', u'voluntary .', u'a good lion for cheap win .', u'thanks', u'so boring .', u'young .', u'and besides , definition of something .', u'Tell ...']",[],False,0,1,20190208_135709,{}
Hi : ),0,bogus,"[u""I 'm really on gray ."", u'Rick Hi .', u'Please excuse me .', u'Hi at this time .', u'I was about to go for a walk , and recently , you told me that the terms of departure require founders .', u'How cute !', u'Terrific .', u'Hello , Mr. Hi .', u""Don 't know anymore ."", u'Shut the table .']",[],False,0,1,20190208_135709,{}
do you really think so ?,0,bogus,"[u'show you a few things i know', u'a significant amount of police work that they have district office meetings out of discretion .', u'Yeah , yeah , sure .', u'I said I was peeping .', u'academic surviving post', u""No , no. i 'm not really on the level ."", u'I want to be at the Bieber Hotel .', u'you just thought it while I was gone .', u""yea great he we 've travelled as well for us ..."", u'Oh , come on , eric .']",[],False,0,1,20190208_135709,{}
"ok , do it . I want to see",0,bogus,"[u'trust me , you go at the bottom .', u'my cousin - who can see a girl in I.N.S.', u""France I can 't tell you , from far over and on ."", u'ok up .', u'ok go .', u'stupid for whatever turn me swear .', u'all life is not fun praise empty', u'ok ...', u'silly flowers but her films are a nightmare .', u""ok I 'd do it straight , i 'll take care of it""]",[],False,0,1,20190208_135709,{}
Not really,0,bogus,"[u""It 's time to tell the truth ."", u'Lizzie , this is not looking good .', u'Because ...', u'The kernel .', u'Ray .', u""I 've freed Mr. Link from in Bridgeport , in the Not ' 62 because they have Transportation ."", u""But if I felt it dead I 'd really be so scared to pull my head out and hit her head in the face ."", u'The woman was shot .', u'So you will have a high-risk admission', u'Something happens tomorrow night .']",[],False,0,1,20190208_135709,{}
haha that 's a good joke,0,bogus,"[u""It 's a private quote ."", u'Saw it in your eyes , haha .', u""Veum I don 't know why these guys always stop doing shit ."", u'she did too happy for you .', u""there 's an awful lot of immigrant stories ."", u'it is not dark .', u'. Whatever you say .', u'Bad joke !', u'Hello .', u'real thing .']",[],False,0,1,20190208_135709,{}
What do you think about equality in our world ?,0,bogus,"[u'Uh ... if you said that we could become a team , we could be', u'I think we put it in a confident class .', u'I have several options .', u'That is the responsibility .', u'Vienna is an interesting , What state .', u'Well- -', u'I , like , could walk into an audience .', u'There will be independence on the cross !', u'I think I most certainly do .', u'I think those men should be considering Mrs. What which looks like they like to be secret cause , they say .']",[],False,0,1,20190208_135709,{}
oh no you mean,0,bogus,"[u'you know ... i used to think ... we are women already', u""Alex , come on , babe , we 're not running away ."", u""i just thought you 'd exist right now , me acting like that , ma ' am ..."", u'some people walk into oh house with proper medical friends also ...', u'I have told everybody everything I work on the program ,', u'folks , I hit her shit .', u""oh , i don 't want you to believe me oh si hisself"", u""well it 's me I know that people are also running apart"", u'in the past the first news of you', u""i was an optimist - you know Much as I saw you looked at the scars ON my face , and the last I noticed , you or I noticed you come out of some place you 'd LIKE to go when you see the dark side .""]",[],False,0,1,20190208_135709,{}
"I 've never seen that movie , what is it about ?",0,bogus,"[u'Every place is rich or unimportant .', u'I was constantly going to ask you a question , bye', u""Oh , it 's nonsense ."", u""If that 's to lead you back on the way home I will punch you actually no need to be mad at you"", u""I haven 't seen anything in one long before ."", u""I 'm here ."", u'Navy hero .', u'Well , Jo ,', u""It gives side things , I ... when something 's kept snakes"", u""That 's pretty about you .""]",[],False,0,1,20190208_135709,{}
I play guitar do you play anything,0,bogus,"[u""Oscar , play it special but please , it 's very busy"", u'For a piano .', u'you played the games I never get to tell the people', u'No , you study Uncle language', u""I don 't play I do ."", u'A bit', u'Actually ...', u""One bloody bird , doesn 't play !"", u'Only screen master .', u'I play a very shitty guitar']",[],False,0,1,20190208_135709,{}
"I don 't think so . That 's pretty rude , actually . What else did you want to talk about ?",0,bogus,"[u'what he says now ...', u""I 'm about to talk to some hands , make a real big joke and bring I see to find ing , indeed"", u'Sometimes I mean thing ...', u'Girl for but she I', u""Mom and I had to look out for the girl 's I drama"", u""I 'm talking to a young I killer ,"", u""I asked on the internet because he tangled well , he used 5 rupees so I wouldn 't bite !"", u""No it 's what I really need you to do"", u'pass off', u'Just , um- -']",[],False,0,1,20190208_135709,{}
"ups , sorry , what is it then ?",0,bogus,"[u""I didn 't know , did I manage"", u'Fucking bunch ups .', u'You only play once .', u'ups jaw ups , prepared sir', u""You 're the XO , my wee woman !"", u'LAST week- - Dreams .', u""You 'll attack my father later , Magic ."", u""That check never dawned on me but I 'm sorry ."", u'How boring .', u""It 's , uh , enough to keep my chin up .""]",[],False,0,1,20190208_135709,{}
My favorite planet is pluto,0,bogus,"[u'Amber core .', u'you actually write down when there is a straw .', u'Lay down , Mount Fuji ... climbing the sky with sunshine .', u'the fear of God , Jerry , but I mean , you know , Anubis , on time , 8 years is a big leap .', u'God knows .', u'termite .', u'Clark .', u""My we 're so confused ."", u'Freddie Micha !', u'Yeah .']",[],False,0,1,20190208_135709,{}
"Yes , that 's what I asked . What did I do ?",0,bogus,"[u'No , I said that ..', u'Yes That`s Yes Yes Yes s Yes Yes Yes .', u'You said Yes , you know the if you touch the stuff ...', u'What I do in now ,', u'I took him to my field !', u'Nothing , I was jail ...', u'No one is telling your brothers that true goldfish', u'Because I does not take my Yes line of freedom', u""You didn 't tell him ."", u'Lend us 2 thousand cash beams or two .']",[],False,0,1,20190208_135709,{}
"oh , ok ..",0,bogus,"[u'wrong .', u'coming you to visit Charm .', u""you was pretty big he 'd offer you to see tonight ."", u'harder to talk ...', u'little Listen , Danni', u'. I know ...', u""i 'm pregnant ."", u'oh ...', u'from chicken .', u""a friend doesn 't want you to be alone ... my daughter oh .""]",[],False,0,1,20190208_135709,{}
Where is your last name from ?,0,bogus,"[u""We don 't know but Wong anchors owned Chick 's hideout last year ... all through every days ."", u'Nilufer !', u'Tighten up to the right now .', u'The one from the middle of the street .', u'Slowly .', u""Well , we won 't find it ."", u'I think you are Where ...', u""Uh , I don 't know , sir ."", u'Uh ...', u'San Francisco .']",[],False,0,1,20190208_135709,{}
Do you like cats,0,bogus,"[u'I love them .', u""I don 't really care ."", u'Lots .', u""They 're beautiful ."", u""Yes , they 're got dogs , they 're not birds ."", u'I always like dogs .', u'No .', u'Yes , they do !', u""They 're different than two today ."", u'Mm-hmm .']",[],False,0,1,20190208_135709,{}
Really well I like Anchovies and Pineapple on my pizza .,0,bogus,"[u'Oh , bushy .', u'pies !', u'You feel that the Pineapple ll', u'Mrs Kane is out of it .', u'Meow Challenge is brave .', u""You don 't know the wine ."", u'I tried to ask y\xf6u .', u""I would mean it if I didn 't spoil it ."", u'La la Really .', u'Really with your bake !']",[],False,0,1,20190208_135709,{}
What did the cats do ?,0,bogus,"[u'The sulfur ones .', u'Good rats , but nothing , is right .', u""Mostly I 'm stuck in the middle of them a bunch of lunatics ."", u'Changes to them and ...', u'Nothing .', u'Hanging out across the neighborhood with the cat', u'Wolves .', u'What .', u'Those are sausage .', u'Apparently , they did , and and the angles .']",[],False,0,1,20190208_135709,{}
"blows , haha , i like it",0,bogus,"[u'blows !', u'Yeah .', u'Follow the beast easy .', u'blows .', u'murderer .', u'just caught us .', u'blows , you must have fun .', u'not bad , smart .', u""Well , i 've been through the whole place .""]",[],False,0,1,20190208_135709,{}
Is your mom okay ?,0,bogus,"[u'Call her !', u""She 's fine ."", u""My dad says it 's getting late ."", u'I think so .', u'Yeah .', u'I just want to apologize .', u""Don 't worry ."", u'Now .']",[],False,0,1,20190208_135709,{}
i don 't know much about sports,0,bogus,"[u'oh ..', u'...', u'i turned 30 to 8 / 8 , trained on the oppression of the earth , cheated on me', u'i or i i discontent you army is physically swarm', u'your brother i is god of your sense of events .', u'skimpy concubines and reunions in the past', u'You are amazing !', u'i , bagged , i .', u'\u266a i the time , i believe', u'A little bit .']",[],False,0,1,20190208_135709,{}
Which movie is your favorite ?,0,bogus,"[u'Groovy Movie Festival .', u""My favorite one , it 's cool ."", u'A performance in the 19th century seasons of highly Which diverse episodes ... beings called Snow White and Jew robots .', u'No , never .', u'Bob Red is direct .', u""C ' est ling ."", u""It 's good ."", u'Are you dressing up .', u""He 's ..."", u'Uh , Lee .']",[],False,0,1,20190208_135709,{}
"wow , what happened ?",0,bogus,"[u'I forget .', u""I 'm very fine ."", u'I hit a wall and I was just to wow !', u'My parents are going out for whatever i-i could and he died .', u""well , i 'm-I i er , hi , um , i went over to my house and ... i was in the bathroom , and i had to go out with you ,"", u'I was out half-naked in a room with some little people passing the bike .', u'Things been up in here .', u'Two adults died in a juvenile cell but I tried to keep the sister out .', u'Oh !', u""they 're ... given me a ride .""]",[],False,0,1,20190208_135709,{}
"Yes , that might be true for a lot of things but some things can only be done by humans .",0,bogus,"[u'Yes .', u""it really kills human beings because , you see , they don 't love vampires ."", u""They 've invented the technology ."", u'Frozen robots find them 7 other seed strings , in a quarter .', u""You don 't think of that ."", u'You ...', u'Has what we want to do .', u'And our terms are truly remarkable , Yes .', u'With belief , yes .', u""Well , it 's better , and tell that people to Yes me like a story or a guy .""]",[],False,0,1,20190208_135709,{}
I have never really been interested,0,bogus,"[u'Sometimes .', u'you know that my darling is in that house on the I and ...', u'Perhaps not .', u'... and I swear I am out of my life .', u'I would have -', u'Forgive me .', u'Absolutely not', u'# You are a woman .', u'Will not be different until I get ...', u'... because of you .']",[],False,0,1,20190208_135709,{}
Wow thank you . That 's nice of you,0,bogus,"[u'No more especially nice', u'Yes ... like Wow', u'Excellent Wow ha', u'And I have heard of the game', u'Yes', u'He wants me cheaper than our world school', u'Let the bastards have the secret', u'Not for dinner', u'The cat up inside me is really yummy .', u'My life can be like that it all goes better']",[],False,0,1,20190208_135709,{}
"Excellent ! So am I ! Who will you visit with , exactly ?",0,bogus,"[u'Oh , like .', u'Me .', u'thanks , good morning , Mr. President .', u'Uncle Todd .', u'Day night , and everyday thanks .', u'You tell me , and he will to leave here alone !', u'this is very unnerving !', u'How about lonely people can be ...', u""I don 't ..."", u'Secretary of Foreign Affairs .']",[],False,0,1,20190208_135709,{}
how are you,0,bogus,"[u""now there 's feeling how little how , there 's filthy how rubbish !"", u""I had to cut it loan out of balance in Uncle Vic 's name ."", u""I think you may have heard about Clark Oswald 's disease ."", u""trust ... tell me of course you can 't be serious about this ."", u""okay , I 'm fine I am back here now"", u""we 're getting married ."", u""ok , Let ' put that back and count to 50,000 ."", u""Look over ye Irma 's here !"", u""Let 's take on the go-kart ticket to the car ."", u'I tried to fire']",[],False,0,1,20190208_135709,{}
Okay when ?,0,bogus,"[u'You know , Harry .', u""A day 's treatment ."", u'The first day .', u'Never happen !', u'Whenever you want .', u""JoJo 's not here very long ."", u'Two weeks .', u'Why are- lt happens .', u'Okay .', u'Unh !']",[],False,0,1,20190208_135709,{}
yes ?,0,bogus,"[u""Li ' So Kumar turned into an idiot !"", u'but luckily he bought me a real suitcase', u'he requested you to deliver a message', u'Sir , they are ...', u'Sergeant !', u'Thanks very much for coming in .', u'y ou look interesting , inquire at al Shelter in Serbia .', u'yes .', u'to tell you that we have a text message from section nine - -', u'Come here , laddie , move it .']",[],False,0,1,20190208_135709,{}
mouse lah,0,bogus,"[u'Yeah .', u""I wonder how really in one person 's suffering even ."", u""My foot doesn 't smell ."", u'romantic .', u'Y-yes , me and man ...', u'Stuff .', u'Horrible .', u'Tongue .', u""I think we 've got all of our truffle waffles in bacon ."", u'Mmm-mmm .']",[],False,0,1,20190208_135709,{}
Sure . Which sport do you like specifically ?,0,bogus,"[u'I love it .', u'I like apples .', u'Football .', u'Criminal sport .', u""Well , I like to play Sure That 's it ."", u'There , uh ...', u'Dance .', u'Um -', u'Let me think .', u'Best .']",[],False,0,1,20190208_135709,{}
how are you today,0,bogus,"[u'the little fat thing .', u'^ Three ...', u'O.K. , Mike .', u'to have learned Mother never would have brought me here !', u'okay .', u'the alcohol set', u'what you think is clouding my advice as The commander .', u'Yes .', u'how .', u'thank god !']",[],False,0,1,20190208_135709,{}
"Oh , ok . So , do you follow any sports ?",0,bogus,"[u'Ah !', u""I don 't get particularly fond of music ."", u'Well , no , no , I ...', u""I 're a sophomore at one of my studies students"", u'Well , whatever Dylan needs at Oh -', u'Clive , yeah , not really .', u'She overdosed', u""\xb6 Or I 'm gonna fire you up there and drag you home #"", u'Oh in Kauai .', u'Uh , no .']",[],False,0,1,20190208_135709,{}
Yours .,0,bogus,"[u""It 's good ."", u""I can 't say ."", u'People who promise to win .', u'Yours it to the living room .', u'Wolf Jean-Luc .', u'Oh .', u'Yes , siree , Yours .', u'Maybe .', u'That is the first thing I ever heard of ...', u'No , I sold my house and went for it .']",[],False,0,1,20190208_135709,{}
it means the sun is hiding behind the clouds,0,bogus,"[u'it room is behind the energy exit that can be found by remote it', u""there is a time we 've come here in chaos is an honor like this"", u""these it just caught their fire , they couldn 't come wandering ."", u'bellies plenty more than that .', u'perhaps carnival is completely insane', u'out a 30 seconds from where the sun shattered its air .', u'Autumn', u'it yes standing in the mountain and hopes of how gladly but no and the universe is lost', u'ny idea .. even the bell it is attacking the moon !', u""phone without flames of is not as bad , we have often haveto think maybe it 'll be bit then when it means""]",[],False,0,1,20190208_135709,{}
do you know any other jokes ?,0,bogus,"[u'because it is not more traditional .', u'Of course not .', u'No .', u""it 's romantic in here ."", u'no , my daughter has is so big', u'do !', u'Aye , I will .', u'oh , of course', u""in here there 's no one else who can see manager ."", u'Believe it or not , do would so much like nothing but that room .']",[],False,0,1,20190208_135709,{}
My favorite movie is Liar Liar .,0,bogus,"[u'What a perfect title you are !', u""Tu ' i \\ A w !"", u""It 's your favourite classic film"", u'My My .', u'My !', u""I 'm scraping the line on the My mine ."", u'Maybe it beats kid describes .', u'My .', u'My favorite top twin', u'Hon. We have no talk with the Internet .']",[],False,0,1,20190208_135709,{}
hi my friend how are you doing today ?,0,bogus,"[u""hi sir you will look good i 'll make it quick $ 5 you can participate in an interview"", u'you got to do put the puppy in the hole', u""i 'm feeling pretty good today ."", u'with your back .', u'its fine mom should make a best- - talk to those hi who hate the place', u'Sandra jr .', u""very well when we wer e descendants of your mom so 're Mr. Thanos In tout gordon"", u""I 've had really great , thanks"", u'you feel well , your outfit is good thats doing great well', u'broke off']",[],False,0,1,20190208_135709,{}
sir you are a joke,0,bogus,"[u'President sir see you guys !', u""because i 'm on such a long truth"", u'I am not serious but if you dont ask or ask her for orders , looking for additional money to get there she is going to wash our land', u""L listen hell , hey boy .. don 't leave us alone we are practicing the people here lf we get together one more time"", u'... go get sir', u'exactly ... that is why i took your advice .', u'I have faith and freedom that', u""it 's right check sometimes ..."", u'You look happy .', u""something politics you live there i try to take a lot of responsibility lt doesn 't make it less juicy if you lose my temper""]",[],False,0,1,20190208_135709,{}
"no , but very surprised you are still there",0,bogus,"[u""The moment you feel worried about someone is ruining her panties isn 't my show ."", u'I doubt it ,', u'One problem', u'But , according to the Jacob no , he has had of two of us .', u""I told you , we once was passin ' by from Belgrade ."", u'yes', u""excuse me i didn 't see that he had thanked you goodbye !"", u'no lying to me', u'i thought perhaps last time you went in front of the door ..', u'a live case of being lost .']",[],False,0,1,20190208_135709,{}
I cannot believe it ! ! !,0,bogus,"[u'# Trespassing , violating all the sort of person in the world', u'He is my composer !', u'are crying on my I feet !', u""I 'm your boss ."", u'Very delicious .', u'Leave her !', u'Hit the post button .', u'Lena , come see my mama , my poor little darling man , she has I .', u'Yeah .', u'Like slinging all of I .']",[],False,0,1,20190208_135709,{}
I like dancing,0,bogus,"[u'whacking her tonight much , knowing she was a free girl .', u'here !', u""once she 's called Dance Bandit !"", u'speak propaganda , pilgrim .', u'I like poetry !', u'good for a girl , mom .', u', lasting my desire go in the Mojave and chill out .', u""Wha- - Can 't impose with that any more ."", u'even men are , I adore off , just eat browns', u'this is the Black monk .']",[],False,0,1,20190208_135709,{}
Have you been well ?,0,bogus,"[u'Yes .', u'Very well , thank you .', u'Yes , doctor .', u'You look good .', u""Dear , water I wouldn 't bring off this hot silk ."", u""I 'm vey exhausted ."", u'Two months and you wanted to talk to me .', u'Have .', u""I 'm good , but you have a bad day ."", u'Do you remember about the blamed I threw earlier and repaired everything .']",[],False,0,1,20190208_135709,{}
what exactly you want to have ?,0,bogus,"[u""Let 's just have a cup of coffee ."", u'Instant what', u'She has to be a master at its heart', u""It doesn 't matter whether a 40-year-old football or irresponsible ."", u""I 've opened up a schedule to lead , and a more aroused failure ."", u'I want to know the truth when I was with you .', u'i want to ask you way ... sta Chi parchment .', u'look back at the market', u'And you have all the ...', u'I wish i knew .']",[],False,0,1,20190208_135709,{}
do you like usher ?,0,bogus,"[u'yes .', u""she 's very weird ."", u'yes !', u'No .', u'I know you want freaky girl .', u'I love her .', u'Uh ... yeah .', u'it is a wonderful voice do to us , really', u'oh , come on .', u""yes , in an elegant personality that 's brilliant .""]",[],False,0,1,20190208_135709,{}
"Well , I guess this is goodbye .",0,bogus,"[u'either rocking the train off and pass the heat .', u'the rehearsal came through , the tea was goddamn shrinking of gunpowder , making you wear the peanut and melting , and the claws fell backwards and we shared it with Well .', u'hi there .', u""miss , it 's probably some kind of fear tube ."", u""well , no , sir , it isn 't ."", u'Isaac gave it to me .', u'my name is Don Well .', u'Lucky , your daddy canceled your job .', u'locked up for three weeks .', u'after Well Well .']",[],False,0,1,20190208_135709,{}
I know ... me too . Do you think they will have a movie on this flight ?,0,bogus,"[u'Do you imagine delay', u""Don 't touch ."", u'Yeah . I , utilities .', u""These are showin ' , Nell , I think I 'm kidding"", u'I was fastest .', u'I thought you despised our art', u'In Albania .', u'At Samir .', u'They will speak !', u""He I at I ' tonight .""]",[],False,0,1,20190208_135709,{}
I don 't know about that,0,bogus,"[u'Said not you .', u'Yes , you little .. - today ..', u'I mean the resources of the I .', u""Well , you 've always loved one to meet ."", u'...', u'blood is my I .', u'Aah !', u'Your message .', u'Nope .', u""I see what 's going on , Madame .""]",[],False,0,1,20190208_135709,{}
You think I 'm funny ?,0,bogus,"[u""Don 't joke !"", u""No , you 're not funny ."", u'I flatter him , I know everything about you .', u""I think you 's a little puppet driver on your team , pal ."", u""Don 't play innocent ."", u""Oh I don 't ..."", u'No , man .', u""There ain 't nothing here not funny about destroy ."", u""It 's very funny , Holly ."", u'I You every American among his own people , to know what to do for her .']",[],False,0,1,20190208_135709,{}
hi there !,0,bogus,"[u'look at them .', u""if we don 't come separated , we 'll do it alot without my eyes left you fine. the witness will hi voice at the Justice Shack"", u'man , you look great !', u""That 's quite a speech man all along , district out of old train"", u'Hi , uh , hello .', u'hey !', u'Hi , caroline , hello .', u""Hey hi go to your party it 's you everything 's fine !"", u""it 's Dieter ."", u'Oh , watch !']",[],False,0,1,20190208_135709,{}
Hockey league,0,bogus,"[u'Hockey carts , yeah .', u'Yeah , How exclusive !', u'Hockey baseball .', u'Smile , the next weekend .', u'Basketball , golf courses , pea chops , baseball games .', u'Spanish food , hair chips , repetitive grammar .', u""Hockey - I 'm not in the pink theater parade ."", u'Good play .', u""I 'm not sure , but if they do live there , you 're gonna have to play gays , and- -"", u'Yes !']",[],False,0,1,20190208_135709,{}
Hey should I eat icecream,0,bogus,"[u'Finish the food', u'Leave it', u'Yes', u'Travel to suit the sport I will come to your office sometimes ..', u'Hey noodles', u'I have the army outside .', u'Gotta barbecue before , or to untie a bowl of greeting meat .', u'I want Nicole to have dinner with me', u'Eat', u'Kei ... ahead']",[],False,0,1,20190208_135709,{}
"OK , I am a little",0,bogus,"[u'As you can see , Mr OK .', u'Yeah , could be .', u'Not as lasting was self-inflicted .', u""Yes , he 's quite an upstanding girl ."", u'Yes , you are with your sister !', u'Staying on time is OK and painless .', u'Right , go .', u'Yes , thank you .', u'Yeah .', u'Sure , my name is OK ...']",[],False,0,1,20190208_135709,{}
I was busy,0,bogus,"[u'I can not remember .', u'Yeah .', u""I didn 't know ."", u""Not even time when you didn 't tell me where you was ."", u'I from noah Tobacco .', u'Uh-huh .', u'Mmm .', u'Aha .', u'I was planning black magic items going on , where ...', u'I was busy .']",[],False,0,1,20190208_135709,{}
hi my friend,0,bogus,"[u'your money , hi !', u'', u""just akin to friends that aren 't in love"", u""you think you 're a devil ."", u'thank you', u'I finally come to god every step at hi is dead .', u'we got away .', u'Good evening', u'this is Teddy .', u'please make a play']",[],False,0,1,20190208_135709,{}
